"","CT2","FIPS","Geographic Area Name","Tpop","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Incarceration","Mobility","County","LifeExpectancy"
"1792","51087200152",0.103,"Census Tract 2001.52, Henrico County, Virginia",0.177,0.963,0.519,0.138,0.449,0.031,0.121,0.917,0.761,0.592,0.717,0.98,0.856,0.963,0.831,"Henrico County",0.514
"1793","51059451300",0.069,"Census Tract 4513, Fairfax County, Virginia",0.158,0.987,0.689,0.286,0.653,0.029,0.605,0.884,0.69,0.526,0.657,0.955,0.857,1,0.918,"Fairfax County",0.764
"1794","51059415800",0.069,"Census Tract 4158, Fairfax County, Virginia",0.307,0.946,0.698,0.092,0.629,0.027,0.774,0.794,0.688,0.461,0.749,0.969,0.857,0.996,0.872,"Fairfax County",0.709
"1795","51069050401",0.081,"Census Tract 504.01, Frederick County, Virginia",0.276,0.904,0.406,0.005,0.706,0.001,0.195,0.684,0.728,0.539,0.919,0.958,0.857,0.933,0.909,"Frederick County",0.547
"1796","51059416100",0.069,"Census Tract 4161, Fairfax County, Virginia",0.24,0.948,0.717,0.082,0.576,0.014,0.553,0.959,0.539,0.461,0.738,0.948,0.857,1,0.959,"Fairfax County",0.679
"1797","51059482001",0.069,"Census Tract 4820.01, Fairfax County, Virginia",0.283,0.993,0.774,0.169,0.746,0.023,0.668,0.833,0.715,0.487,0.705,0.976,0.857,0.996,0.906,"Fairfax County",0.909
"1798","51031020600",0.036,"Census Tract 206, Campbell County, Virginia",0.24,0.935,0.377,0.004,0.58,0,0.458,0.835,0.547,0.487,0.862,0.721,0.858,0.768,0.862,NA,0.538
"1799","51810046010",0.964,"Census Tract 460.10, Virginia Beach city, Virginia",0.208,0.922,0.396,0.151,0.572,0.05,0.711,0.958,0.808,0.539,0.765,0.807,0.858,0.947,0.895,"Virginia Beach city",0.557
"1800","51059482205",0.069,"Census Tract 4822.05, Fairfax County, Virginia",0.13,0.994,0.755,0.322,0.843,0.094,0.332,0.917,0.649,0.684,0.66,0.963,0.858,0.992,0.437,"Fairfax County",0.831
"1801","51021040100",0.024,"Census Tract 401, Bland County, Virginia",0.254,0.978,0.406,0.002,0.37,0,0.353,0.699,0.677,0.355,0.927,0.912,0.858,0.916,0.882,"Bland County",0.524
"1802","51810042202",0.964,"Census Tract 422.02, Virginia Beach city, Virginia",0.284,0.926,0.557,0.097,0.512,0.026,0.963,0.835,0.266,0.408,0.797,0.98,0.858,0.964,0.909,"Virginia Beach city",0.611
"1803","51760050500",0.905,"Census Tract 505, Richmond city, Virginia",0.322,0.987,0.726,0.181,0.542,0.034,0.842,0.824,0.458,0.368,0.706,0.979,0.859,0.968,0.563,"Richmond city",0.777
"1804","51550021012",0.654,"Census Tract 210.12, Chesapeake city, Virginia",0.41,0.909,0.528,0.045,0.68,0.027,0.695,0.66,0.779,0.395,0.831,0.992,0.859,0.944,0.889,"Chesapeake city",0.584
"1805","51510201300",0.607,"Census Tract 2013, Alexandria city, Virginia",0.23,0.949,0.755,0.389,0.794,0.066,0.879,0.859,0.727,0.579,0.638,0.988,0.859,0.985,0.839,"Alexandria city",0.666
"1806","51041100704",0.048,"Census Tract 1007.04, Chesterfield County, Virginia",0.317,0.937,0.472,0.01,0.555,0.001,0.211,0.904,0.565,0.513,0.83,0.978,0.859,0.902,0.953,"Chesterfield County",0.551
"1807","51041101007",0.048,"Census Tract 1010.07, Chesterfield County, Virginia",0.4,0.977,0.642,0.035,0.679,0.015,0.647,0.729,0.687,0.421,0.814,0.944,0.859,0.987,0.833,NA,0.701
"1808","51063920202",0.074,"Census Tract 9202.02, Floyd County, Virginia",0.115,0.95,0.34,0.001,0.535,0,0.053,0.79,0.583,0.434,0.926,0.865,0.859,0.884,0.988,"Floyd County",0.581
"1809","51059480401",0.069,"Census Tract 4804.01, Fairfax County, Virginia",0.303,0.937,0.783,0.131,0.616,0.011,0.447,0.759,0.689,0.355,0.702,0.967,0.86,1,0.879,"Fairfax County",0.841
"1810","51107610201",0.126,"Census Tract 6102.01, Loudoun County, Virginia",0.342,0.919,0.604,0.02,0.627,0.001,0.253,0.667,0.602,0.487,0.828,0.961,0.86,0.987,0.926,"Loudoun County",0.804
"1811","51095080203",0.112,"Census Tract 802.03, James City County, Virginia",0.239,0.948,0.67,0.026,0.509,0.012,0.395,0.832,0.599,0.434,0.856,0.843,0.86,0.968,0.911,"James City County",0.649
"1812","51153901505",0.181,"Census Tract 9015.05, Prince William County, Virginia",0.459,0.89,0.66,0.045,0.683,0.024,0.7,0.81,0.793,0.474,0.769,0.984,0.86,0.995,0.888,"Prince William County",0.726
"1813","51107611804",0.126,"Census Tract 6118.04, Loudoun County, Virginia",0.484,0.981,0.66,0.116,0.83,0.023,0.763,0.357,0.689,0.5,0.746,0.979,0.86,0.989,0.933,NA,0.714
"1814","51121020500",0.143,"Census Tract 205, Montgomery County, Virginia",0.408,0.927,0.764,0.036,0.53,0.023,0.905,0.721,0.526,0.368,0.839,0.934,0.86,0.978,0.698,"Montgomery County",0.625
"1815","51199050304",0.236,"Census Tract 503.04, York County, Virginia",0.275,0.949,0.613,0.033,0.639,0.011,0.589,0.806,0.79,0.395,0.841,0.956,0.86,0.974,0.918,"York County",0.686
"1816","51087200908",0.103,"Census Tract 2009.08, Henrico County, Virginia",0.199,0.903,0.415,0.096,0.691,0.018,0.358,0.802,0.358,0.579,0.683,0.892,0.861,0.899,0.805,"Henrico County",0.581
"1817","51161030602",0.191,"Census Tract 306.02, Roanoke County, Virginia",0.159,0.952,0.613,0.017,0.575,0.003,0.011,0.803,0.453,0.276,0.883,0.996,0.861,0.951,0.992,"Roanoke County",0.666
"1818","51760021100",0.905,"Census Tract 211, Richmond city, Virginia",0.108,0.968,0.415,0.144,0.756,0.023,0.332,0.648,0.628,0.566,0.609,0.874,0.861,0.692,0.857,"Richmond city",0.551
"1819","51550021505",0.654,"Census Tract 215.05, Chesapeake city, Virginia",0.291,0.943,0.566,0.051,0.777,0.012,0.511,0.923,0.689,0.513,0.829,0.993,0.861,0.911,0.844,"Chesapeake city",0.672
"1820","51059480402",0.069,"Census Tract 4804.02, Fairfax County, Virginia",0.324,0.987,0.745,0.1,0.62,0.005,0.605,0.759,0.539,0.368,0.712,0.971,0.861,0.993,0.894,"Fairfax County",0.858
"1821","51087200142",0.103,"Census Tract 2001.42, Henrico County, Virginia",0.251,0.948,0.689,0.1,0.759,0.038,0.432,0.827,0.761,0.5,0.791,0.994,0.861,0.996,0.954,"Henrico County",0.76
"1822","51107611019",0.126,"Census Tract 6110.19, Loudoun County, Virginia",0.364,0.996,0.66,0.12,0.706,0.028,0.579,0.702,0.83,0.526,0.716,0.999,0.861,0.993,0.961,NA,0.728
"1823","51067020103",0.079,"Census Tract 201.03, Franklin County, Virginia",0.147,0.956,0.538,0.002,0.39,0.001,0.132,0.784,0.557,0.276,0.862,0.76,0.861,0.922,0.945,"Franklin County",0.591
"1824","51153901230",0.181,"Census Tract 9012.30, Prince William County, Virginia",0.252,0.939,0.528,0.049,0.751,0.034,0.695,0.91,0.897,0.566,0.779,0.958,0.861,0.959,0.915,"Prince William County",0.622
"1825","51187020200",0.222,"Census Tract 202, Warren County, Virginia",0.183,0.962,0.481,0.015,0.593,0.001,0.589,0.757,0.768,0.605,0.846,0.903,0.862,0.914,0.896,"Warren County",0.591
"1826","51107610300",0.126,"Census Tract 6103, Loudoun County, Virginia",0.437,0.915,0.66,0.026,0.686,0.001,0.721,0.683,0.706,0.421,0.803,0.926,0.862,0.977,0.865,"Loudoun County",0.713
"1827","51003010401",0.002,"Census Tract 104.01, Albemarle County, Virginia",0.268,0.962,0.585,0.011,0.63,0,0.511,0.802,0.384,0.461,0.888,0.812,0.862,0.933,0.945,"Albemarle County",0.72
"1828","51073100101",0.086,"Census Tract 1001.01, Gloucester County, Virginia",0.166,0.95,0.425,0.004,0.633,0,0.105,0.818,0.771,0.539,0.881,0.846,0.863,0.813,0.954,"Gloucester County",0.581
"1829","51053840601",0.062,"Census Tract 8406.01, Dinwiddie County, Virginia",0.244,0.931,0.453,0.008,0.696,0.001,0.2,0.901,0.575,0.526,0.879,0.988,0.863,0.836,0.938,"Dinwiddie County",0.605
"1830","51087200147",0.103,"Census Tract 2001.47, Henrico County, Virginia",0.466,0.991,0.745,0.068,0.753,0.02,0.147,0.61,0.826,0.197,0.793,0.981,0.863,0.994,0.889,"Henrico County",0.75
"1831","51550021200",0.654,"Census Tract 212, Chesapeake city, Virginia",0.385,0.919,0.538,0.012,0.643,0.001,0.458,0.808,0.724,0.342,0.925,1,0.863,0.934,0.82,"Chesapeake city",0.578
"1832","51085320804",0.1,"Census Tract 3208.04, Hanover County, Virginia",0.34,0.933,0.623,0.052,0.765,0.021,0.747,0.687,0.753,0.421,0.728,0.98,0.863,0.982,0.953,"Hanover County",0.662
"1833","51059450701",0.069,"Census Tract 4507.01, Fairfax County, Virginia",0.184,0.942,0.623,0.254,0.725,0.03,0.358,0.799,0.782,0.553,0.641,0.941,0.863,0.993,0.881,"Fairfax County",0.608
"1834","51013102903",0.014,"Census Tract 1029.03, Arlington County, Virginia",0.094,0.985,0.745,0.369,0.832,0.086,0.326,0.954,0.85,0.697,0.565,0.99,0.864,0.988,0.808,NA,0.73
"1835","51059440701",0.069,"Census Tract 4407.01, Fairfax County, Virginia",0.179,0.959,0.698,0.153,0.637,0.032,0.332,0.828,0.726,0.5,0.71,0.968,0.864,0.993,0.91,"Fairfax County",0.868
"1836","51550020600",0.654,"Census Tract 206, Chesapeake city, Virginia",0.238,0.918,0.462,0.111,0.656,0.028,0.911,0.789,0.615,0.566,0.709,0.989,0.864,0.864,0.954,"Chesapeake city",0.561
"1837","51059421103",0.069,"Census Tract 4211.03, Fairfax County, Virginia",0.387,0.928,0.623,0.144,0.707,0.031,0.842,0.908,0.746,0.566,0.696,0.965,0.864,0.983,0.906,"Fairfax County",0.689
"1838","51800075203",0.952,"Census Tract 752.03, Suffolk city, Virginia",0.297,0.925,0.566,0.028,0.667,0.034,0.463,0.795,0.857,0.355,0.865,0.973,0.864,0.967,0.882,"Suffolk city",0.669
"1839","51037930200",0.043,"Census Tract 9302, Charlotte County, Virginia",0.181,0.939,0.396,0.001,0.55,0,0.405,0.915,0.631,0.276,0.882,0.807,0.864,0.861,0.927,"Charlotte County",0.557
"1840","51059432701",0.069,"Census Tract 4327.01, Fairfax County, Virginia",0.194,0.956,0.717,0.137,0.694,0.031,0.342,0.934,0.831,0.539,0.693,0.992,0.864,0.987,0.893,"Fairfax County",0.716
"1841","51137110107",0.162,"Census Tract 1101.07, Orange County, Virginia",0.325,0.942,0.585,0.012,0.506,0.012,0.368,0.812,0.848,0.526,0.89,0.881,0.865,0.913,0.825,"Orange County",0.699
"1842","51107611012",0.126,"Census Tract 6110.12, Loudoun County, Virginia",0.275,0.947,0.726,0.089,0.727,0.016,0.368,0.762,0.732,0.421,0.727,0.962,0.865,0.996,0.935,"Loudoun County",0.689
"1843","51063920104",0.074,"Census Tract 9201.04, Floyd County, Virginia",0.165,0.97,0.462,0.006,0.606,0.001,0.174,0.748,0.708,0.474,0.922,0.941,0.865,0.891,0.945,"Floyd County",0.598
"1844","51075400500",0.088,"Census Tract 4005, Goochland County, Virginia",0.27,0.97,0.425,0.004,0.672,0,0.332,0.889,0.708,0.526,0.898,0.88,0.865,0.915,0.866,"Goochland County",0.618
"1845","51153901305",0.181,"Census Tract 9013.05, Prince William County, Virginia",0.225,0.952,0.509,0.029,0.68,0.001,0.3,0.866,0.782,0.553,0.843,0.921,0.865,0.978,0.937,"Prince William County",0.659
"1846","51041101003",0.048,"Census Tract 1010.03, Chesterfield County, Virginia",0.608,0.878,0.642,0.014,0.745,0.004,0.068,0.675,0.676,0.368,0.842,0.936,0.865,0.991,0.822,"Chesterfield County",0.581
"1847","51073100500",0.086,"Census Tract 1005, Gloucester County, Virginia",0.263,0.928,0.462,0.007,0.622,0.002,0.616,0.774,0.626,0.5,0.866,0.95,0.865,0.852,0.855,"Gloucester County",0.564
"1848","51650011500",0.774,"Census Tract 115, Hampton city, Virginia",0.229,0.952,0.594,0.069,0.68,0.025,0.853,0.77,0.557,0.513,0.803,0.879,0.865,0.916,0.93,"Hampton city",0.571
"1849","51800075105",0.952,"Census Tract 751.05, Suffolk city, Virginia",0.139,0.961,0.708,0.044,0.728,0.012,0.332,0.876,0.631,0.184,0.752,0.982,0.865,1,0.886,"Suffolk city",0.615
"1850","51089010300",0.105,"Census Tract 103, Henry County, Virginia",0.318,0.915,0.425,0.013,0.57,0.002,0.711,0.895,0.557,0.263,0.828,0.742,0.866,0.82,0.987,"Henry County",0.409
"1851","51143011302",0.169,"Census Tract 113.02, Pittsylvania County, Virginia",0.185,0.948,0.491,0.007,0.544,0.003,0.037,0.852,0.703,0.263,0.795,0.812,0.866,0.905,0.941,"Pittsylvania County",0.49
"1852","51107611209",0.126,"Census Tract 6112.09, Loudoun County, Virginia",0.407,0.99,0.67,0.096,0.749,0.04,0.589,0.742,0.719,0.487,0.716,0.995,0.866,0.991,0.867,"Loudoun County",0.858
"1853","51153901411",0.181,"Census Tract 9014.11, Prince William County, Virginia",0.374,0.923,0.613,0.048,0.688,0.016,0.647,0.824,0.728,0.474,0.814,0.993,0.866,0.979,0.919,"Prince William County",0.828
"1854","51041100507",0.048,"Census Tract 1005.07, Chesterfield County, Virginia",0.441,0.982,0.557,0.026,0.568,0.017,0.274,0.801,0.736,0.434,0.776,0.813,0.867,0.953,0.922,"Chesterfield County",0.628
"1855","51103030301",0.122,"Census Tract 303.01, Lancaster County, Virginia",0.12,0.963,0.509,0.004,0.463,0.001,0.432,0.933,0.56,0.447,0.9,0.733,0.867,0.87,0.957,"Lancaster County",0.571
"1856","51059432600",0.069,"Census Tract 4326, Fairfax County, Virginia",0.311,0.946,0.708,0.113,0.658,0.033,0.526,0.859,0.839,0.487,0.723,0.986,0.867,0.992,0.935,"Fairfax County",0.649
"1857","51109950101",0.129,"Census Tract 9501.01, Louisa County, Virginia",0.16,0.959,0.519,0.006,0.545,0.001,0.068,0.769,0.745,0.421,0.893,0.982,0.867,0.852,0.889,"Louisa County",0.639
"1858","51101950300",0.119,"Census Tract 9503, King William County, Virginia",0.212,0.962,0.519,0.008,0.625,0.006,0.589,0.898,0.675,0.526,0.831,0.906,0.867,0.869,0.958,"King William County",0.503
"1859","51570830100",0.678,"Census Tract 8301, Colonial Heights city, Virginia",0.295,0.937,0.547,0.046,0.618,0.014,0.489,0.929,0.708,0.5,0.717,0.929,0.867,0.958,0.922,"Colonial Heights city",0.568
"1860","51179010212",0.212,"Census Tract 102.12, Stafford County, Virginia",0.257,0.988,0.594,0.042,0.724,0.03,0.5,0.904,0.785,0.632,0.756,0.982,0.867,0.931,0.822,"Stafford County",0.584
"1861","51107610507",0.126,"Census Tract 6105.07, Loudoun County, Virginia",0.322,0.942,0.679,0.071,0.621,0.024,0.616,0.801,0.65,0.447,0.723,0.982,0.868,0.997,0.944,"Loudoun County",0.635
"1862","51810043002",0.964,"Census Tract 430.02, Virginia Beach city, Virginia",0.222,0.946,0.651,0.043,0.549,0.011,0.674,0.762,0.616,0.158,0.796,0.985,0.868,0.995,0.942,"Virginia Beach city",0.632
"1863","51049930102",0.057,"Census Tract 9301.02, Cumberland County, Virginia",0.15,0.919,0.406,0.003,0.699,0,0.263,0.942,0.606,0.408,0.904,0.73,0.869,0.816,0.973,"Cumberland County",0.571
"1864","51810045431",0.964,"Census Tract 454.31, Virginia Beach city, Virginia",0.275,0.934,0.528,0.061,0.763,0.023,0.405,0.87,0.793,0.421,0.828,0.912,0.869,0.952,0.94,"Virginia Beach city",0.652
"1865","51059480502",0.069,"Census Tract 4805.02, Fairfax County, Virginia",0.398,0.927,0.689,0.165,0.718,0.049,0.721,0.786,0.833,0.539,0.692,0.99,0.869,0.986,0.971,"Fairfax County",0.713
"1866","51169030400",0.2,"Census Tract 304, Scott County, Virginia",0.236,0.928,0.349,0.001,0.483,0,0.274,0.687,0.634,0.408,0.849,0.867,0.869,0.882,0.944,"Scott County",0.541
"1867","51125950201",0.148,"Census Tract 9502.01, Nelson County, Virginia",0.14,0.957,0.5,0.005,0.666,0,0.358,0.825,0.594,0.618,0.935,0.81,0.869,0.908,0.913,"Nelson County",0.706
"1868","51199050203",0.236,"Census Tract 502.03, York County, Virginia",0.428,0.911,0.651,0.068,0.67,0.031,0.595,0.875,0.786,0.474,0.782,0.976,0.87,0.961,0.772,"York County",0.733
"1869","51153901219",0.181,"Census Tract 9012.19, Prince William County, Virginia",0.343,0.933,0.66,0.053,0.593,0.005,0.647,0.871,0.81,0.513,0.773,0.979,0.87,0.986,0.923,"Prince William County",0.632
"1870","51137110302",0.162,"Census Tract 1103.02, Orange County, Virginia",0.232,0.946,0.453,0.006,0.584,0.001,0.263,0.805,0.694,0.566,0.889,0.762,0.87,0.889,0.859,"Orange County",0.679
"1871","51059492000",0.069,"Census Tract 4920, Fairfax County, Virginia",0.419,0.919,0.755,0.106,0.644,0.006,0.589,0.788,0.75,0.382,0.733,0.981,0.87,0.988,0.934,NA,0.738
"1872","51061930303",0.072,"Census Tract 9303.03, Fauquier County, Virginia",0.225,0.95,0.547,0.023,0.627,0.003,0.474,0.791,0.581,0.671,0.818,0.96,0.87,0.952,0.865,"Fauquier County",0.649
"1873","51179010503",0.212,"Census Tract 105.03, Stafford County, Virginia",0.153,0.926,0.491,0.018,0.589,0.002,0.037,0.851,0.64,0.592,0.81,0.802,0.87,0.9,0.907,"Stafford County",0.595
"1874","51179010217",0.212,"Census Tract 102.17, Stafford County, Virginia",0.334,0.935,0.689,0.019,0.677,0.004,0.037,0.848,0.782,0.421,0.808,0.92,0.87,0.962,0.881,"Stafford County",0.625
"1875","51161030701",0.191,"Census Tract 307.01, Roanoke County, Virginia",0.411,0.919,0.623,0.037,0.603,0.014,0.763,0.739,0.677,0.355,0.831,0.98,0.87,0.968,0.891,"Roanoke County",0.622
"1876","51179010213",0.212,"Census Tract 102.13, Stafford County, Virginia",0.157,0.961,0.642,0.033,0.744,0.031,0.279,0.968,0.854,0.566,0.784,0.99,0.871,0.977,0.9,"Stafford County",0.635
"1877","51059481105",0.069,"Census Tract 4811.05, Fairfax County, Virginia",0.32,0.945,0.745,0.236,0.781,0.032,0.642,0.607,0.826,0.434,0.716,0.998,0.871,0.992,0.866,NA,0.728
"1878","51810046018",0.964,"Census Tract 460.18, Virginia Beach city, Virginia",0.219,0.918,0.528,0.096,0.594,0.06,0.842,0.887,0.849,0.526,0.779,0.773,0.871,0.895,0.787,"Virginia Beach city",0.51
"1879","51015071102",0.017,"Census Tract 711.02, Augusta County, Virginia",0.383,0.92,0.453,0.008,0.603,0.007,0.5,0.602,0.733,0.487,0.932,0.823,0.871,0.883,0.869,"Augusta County",0.588
"1880","51107610602",0.126,"Census Tract 6106.02, Loudoun County, Virginia",0.172,0.962,0.67,0.062,0.794,0.013,0.105,0.863,0.752,0.434,0.792,0.993,0.871,1,0.906,NA,0.67
"1881","51161030502",0.191,"Census Tract 305.02, Roanoke County, Virginia",0.165,0.989,0.604,0.021,0.533,0.003,0.068,0.751,0.431,0.303,0.825,0.883,0.871,0.979,0.97,"Roanoke County",0.622
"1882","51003011201",0.002,"Census Tract 112.01, Albemarle County, Virginia",0.276,0.934,0.623,0.005,0.668,0,0.553,0.726,0.493,0.474,0.899,0.989,0.871,0.905,0.92,"Albemarle County",0.77
"1883","51087200108",0.103,"Census Tract 2001.08, Henrico County, Virginia",0.182,0.965,0.783,0.066,0.552,0.003,0.368,0.774,0.547,0.026,0.752,0.917,0.871,0.993,0.966,"Henrico County",0.777
"1884","51650010312",0.774,"Census Tract 103.12, Hampton city, Virginia",0.216,0.953,0.443,0.088,0.701,0.034,0.642,0.707,0.724,0.513,0.812,0.732,0.871,0.932,0.891,"Hampton city",0.456
"1885","51041101011",0.048,"Census Tract 1010.11, Chesterfield County, Virginia",0.186,0.965,0.538,0.033,0.722,0.026,0.474,0.883,0.89,0.474,0.812,0.951,0.871,0.943,0.859,NA,0.655
"1886","51003010201",0.002,"Census Tract 102.01, Albemarle County, Virginia",0.339,0.929,0.632,0.011,0.688,0.005,0.326,0.715,0.714,0.447,0.888,0.871,0.871,0.964,0.94,"Albemarle County",0.679
"1887","51005080301",0.005,"Census Tract 803.01, Alleghany County, Virginia",0.105,0.974,0.425,0.001,0.567,0,0.042,0.852,0.717,0.368,0.963,0.999,0.872,0.903,0.967,"Alleghany County",0.591
"1888","51810046225",0.964,"Census Tract 462.25, Virginia Beach city, Virginia",0.327,0.928,0.5,0.073,0.762,0.042,0.511,0.751,0.748,0.474,0.822,0.906,0.872,0.971,0.843,"Virginia Beach city",0.595
"1889","51059415900",0.069,"Census Tract 4159, Fairfax County, Virginia",0.214,0.921,0.67,0.097,0.723,0.019,0.474,0.93,0.667,0.513,0.74,0.978,0.872,0.981,0.931,"Fairfax County",0.861
"1890","51810045432",0.964,"Census Tract 454.32, Virginia Beach city, Virginia",0.304,0.938,0.547,0.048,0.724,0.033,0.621,0.802,0.798,0.368,0.836,0.912,0.872,0.975,0.915,"Virginia Beach city",0.652
"1891","51059421101",0.069,"Census Tract 4211.01, Fairfax County, Virginia",0.392,0.929,0.632,0.174,0.767,0.057,0.605,0.777,0.835,0.632,0.696,0.986,0.873,0.976,0.926,"Fairfax County",0.588
"1892","51121021201",0.143,"Census Tract 212.01, Montgomery County, Virginia",0.203,0.964,0.547,0.007,0.56,0.001,0.211,0.763,0.724,0.421,0.861,0.796,0.873,0.931,0.912,"Montgomery County",0.571
"1893","51041100509",0.048,"Census Tract 1005.09, Chesterfield County, Virginia",0.418,0.917,0.538,0.041,0.708,0.008,0.384,0.779,0.851,0.461,0.705,0.939,0.873,0.966,0.938,"Chesterfield County",0.581
"1894","51153901227",0.181,"Census Tract 9012.27, Prince William County, Virginia",0.318,0.89,0.396,0.06,0.726,0.035,0.437,0.789,0.761,0.632,0.773,0.847,0.873,0.954,0.879,"Prince William County",0.622
"1895","51101950102",0.119,"Census Tract 9501.02, King William County, Virginia",0.401,0.905,0.453,0.007,0.676,0.001,0.568,0.859,0.707,0.5,0.861,0.993,0.873,0.922,0.911,"King William County",0.534
"1896","51083930204",0.098,"Census Tract 9302.04, Halifax County, Virginia",0.093,0.938,0.311,0.001,0.527,0,0.174,0.904,0.755,0.513,0.871,0.899,0.873,0.808,1,"Halifax County",0.473
"1897","51059470900",0.069,"Census Tract 4709, Fairfax County, Virginia",0.482,0.985,0.774,0.273,0.598,0.037,0.921,0.66,0.544,0.408,0.675,0.987,0.873,1,0.892,"Fairfax County",0.787
"1898","51061930402",0.072,"Census Tract 9304.02, Fauquier County, Virginia",0.443,0.909,0.594,0.023,0.629,0.008,0.395,0.693,0.784,0.566,0.848,0.918,0.874,0.967,0.857,"Fauquier County",0.666
"1899","51107611902",0.126,"Census Tract 6119.02, Loudoun County, Virginia",0.352,0.94,0.755,0.092,0.847,0.042,0.5,0.28,0.842,0.447,0.745,0.99,0.874,0.997,0.945,"Loudoun County",0.645
"1900","51510200202",0.607,"Census Tract 2002.02, Alexandria city, Virginia",0.09,0.982,0.783,0.307,0.592,0.021,0.537,0.976,0.668,0.421,0.634,0.964,0.874,1,0.898,"Alexandria city",0.723
"1901","51650011001",0.774,"Census Tract 110.01, Hampton city, Virginia",0.143,0.943,0.547,0.026,0.686,0.031,0.605,0.872,0.664,0.5,0.829,0.945,0.874,0.87,0.953,"Hampton city",0.361
"1902","51013101100",0.014,"Census Tract 1011, Arlington County, Virginia",0.383,1,0.774,0.333,0.732,0.063,0.905,0.759,0.686,0.513,0.611,1,0.874,1,0.842,"Arlington County",0.76
"1903","51145500400",0.172,"Census Tract 5004, Powhatan County, Virginia",0.323,0.925,0.472,0.006,0.603,0,0.184,0.824,0.733,0.487,0.899,0.939,0.874,0.938,0.93,"Powhatan County",0.547
"1904","51085320300",0.1,"Census Tract 3203, Hanover County, Virginia",0.263,0.936,0.585,0.019,0.624,0.001,0.305,0.795,0.704,0.395,0.86,0.912,0.874,0.952,0.906,"Hanover County",0.75
"1905","51191011000",0.226,"Census Tract 110, Washington County, Virginia",0.235,0.933,0.5,0.004,0.595,0.001,0.184,0.684,0.548,0.25,0.89,0.802,0.874,0.876,0.961,"Washington County",0.666
"1906","51810046016",0.964,"Census Tract 460.16, Virginia Beach city, Virginia",0.255,0.952,0.632,0.06,0.718,0.014,0.105,0.87,0.751,0.211,0.839,0.944,0.874,0.959,0.866,"Virginia Beach city",0.73
"1907","51520020202",0.619,"Census Tract 202.02, Bristol city, Virginia",0.16,0.989,0.538,0.03,0.688,0.01,0.647,0.773,0.558,0.421,0.761,0.894,0.875,0.863,0.892,"Bristol city",0.568
"1908","51810042201",0.964,"Census Tract 422.01, Virginia Beach city, Virginia",0.203,0.951,0.604,0.08,0.649,0.026,0.489,0.834,0.657,0.408,0.809,0.94,0.875,0.957,0.839,"Virginia Beach city",0.581
"1909","51127700301",0.15,"Census Tract 7003.01, New Kent County, Virginia",0.368,0.977,0.547,0.006,0.591,0.001,0.384,0.819,0.728,0.447,0.863,0.964,0.875,0.945,0.876,"New Kent County",0.642
"1910","51061930405",0.072,"Census Tract 9304.05, Fauquier County, Virginia",0.307,0.979,0.575,0.038,0.64,0.016,0.247,0.784,0.681,0.579,0.829,0.951,0.875,0.943,0.904,"Fauquier County",0.574
"1911","51107611029",0.126,"Census Tract 6110.29, Loudoun County, Virginia",0.343,0.941,0.698,0.045,0.692,0.003,0.095,0.765,0.644,0.382,0.81,0.977,0.875,0.989,0.899,"Loudoun County",0.693
"1912","51069050805",0.081,"Census Tract 508.05, Frederick County, Virginia",0.154,0.99,0.519,0.018,0.672,0.015,0.437,0.799,0.695,0.421,0.838,0.963,0.875,0.974,0.984,"Frederick County",0.557
"1913","51800075207",0.952,"Census Tract 752.07, Suffolk city, Virginia",0.111,0.979,0.585,0.019,0.705,0.008,0.121,0.946,0.676,0.368,0.87,0.885,0.875,0.926,0.923,"Suffolk city",0.649
"1914","51013102301",0.014,"Census Tract 1023.01, Arlington County, Virginia",0.087,0.987,0.642,0.481,0.751,0.038,0.605,0.964,0.645,0.605,0.623,0.986,0.875,0.965,0.917,"Arlington County",0.682
"1915","51085321201",0.1,"Census Tract 3212.01, Hanover County, Virginia",0.285,0.937,0.472,0.05,0.652,0.01,0.605,0.91,0.376,0.526,0.715,0.873,0.875,0.924,0.928,"Hanover County",0.517
"1916","51550021305",0.654,"Census Tract 213.05, Chesapeake city, Virginia",0.241,0.961,0.594,0.036,0.685,0.015,0.105,0.94,0.961,0.224,0.851,0.972,0.875,0.956,0.836,"Chesapeake city",0.571
"1917","51065020200",0.076,"Census Tract 202, Fluvanna County, Virginia",0.313,0.935,0.5,0.004,0.626,0,0.616,0.906,0.625,0.684,0.898,0.859,0.876,0.91,0.943,"Fluvanna County",0.527
"1918","51087200138",0.103,"Census Tract 2001.38, Henrico County, Virginia",0.285,0.915,0.594,0.091,0.685,0.03,0.884,0.949,0.624,0.539,0.79,1,0.876,0.968,0.933,"Henrico County",0.632
"1919","51069050807",0.081,"Census Tract 508.07, Frederick County, Virginia",0.208,0.879,0.462,0.02,0.692,0.019,0.184,0.763,0.69,0.553,0.811,0.911,0.876,0.943,0.916,"Frederick County",0.578
"1920","51059440300",0.069,"Census Tract 4403, Fairfax County, Virginia",0.173,0.962,0.726,0.263,0.599,0.017,0.553,0.836,0.751,0.461,0.667,0.94,0.877,0.993,0.936,"Fairfax County",0.709
"1921","51085320100",0.1,"Census Tract 3201, Hanover County, Virginia",0.352,0.916,0.528,0.01,0.637,0,0.568,0.751,0.622,0.421,0.87,0.831,0.877,0.94,0.946,"Hanover County",0.639
