"","CT2","FIPS","Geographic Area Name","Tpop","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Incarceration","Mobility","County","LifeExpectancy"
"568","51191010501",0.226,"Census Tract 105.01, Washington County, Virginia",0.24,0.97,0.566,0.017,0.537,0.005,0.674,0.728,0.513,0.447,0.85,0.96,0.683,0.85,0.865,"Washington County",0.473
"569","51041100407",0.048,"Census Tract 1004.07, Chesterfield County, Virginia",0.262,0.896,0.415,0.047,0.709,0.013,0.805,0.826,0.791,0.579,0.684,0.731,0.683,0.844,0.918,"Chesterfield County",0.375
"570","51153901602",0.181,"Census Tract 9016.02, Prince William County, Virginia",0.509,0.87,0.462,0.103,0.811,0.048,0.932,0.886,0.726,0.684,0.682,0.927,0.683,0.932,0.853,"Prince William County",0.557
"571","51510201804",0.607,"Census Tract 2018.04, Alexandria city, Virginia",0.194,0.972,0.736,0.389,0.802,0.08,0.253,0.961,0.735,0.618,0.642,1,0.683,0.995,0.607,"Alexandria city",0.699
"572","51013103100",0.014,"Census Tract 1031, Arlington County, Virginia",0.382,0.919,0.566,0.417,0.808,0.079,0.647,0.907,0.67,0.671,0.545,0.798,0.683,0.948,0.809,"Arlington County",0.615
"573","51109950102",0.129,"Census Tract 9501.02, Louisa County, Virginia",0.293,0.907,0.443,0.006,0.496,0,0.316,0.844,0.534,0.539,0.896,0.982,0.683,0.856,0.909,"Louisa County",0.618
"574","51710003100",0.845,"Census Tract 31, Norfolk city, Virginia",0.175,0.909,0.434,0.12,0.691,0.057,0.763,0.708,0.759,0.632,0.71,0.748,0.683,0.608,0.756,"Norfolk city",0.27
"575","51179010214",0.212,"Census Tract 102.14, Stafford County, Virginia",0.257,0.927,0.491,0.036,0.758,0.039,0.384,0.952,0.725,0.645,0.787,0.991,0.684,0.902,0.843,"Stafford County",0.635
"576","51680001603",0.809,"Census Tract 16.03, Lynchburg city, Virginia",0.166,0.991,0.547,0.048,0.578,0.02,0.247,0.971,0.547,0.526,0.799,0.93,0.684,0.976,0.86,"Lynchburg city",0.625
"577","51185020500",0.219,"Census Tract 205, Tazewell County, Virginia",0.206,0.933,0.349,0.002,0.341,0.004,0.147,0.727,0.451,0.5,0.885,0.592,0.685,0.518,0.953,"Tazewell County",0.389
"578","51059452600",0.069,"Census Tract 4526, Fairfax County, Virginia",0.469,0.866,0.547,0.33,0.826,0.054,0.816,0.677,0.675,0.658,0.545,0.852,0.685,0.965,0.915,"Fairfax County",0.669
"579","51121021400",0.143,"Census Tract 214, Montgomery County, Virginia",0.34,0.876,0.425,0.005,0.59,0.001,0.553,0.618,0.501,0.447,0.874,0.991,0.686,0.822,0.899,NA,0.569
"580","51710001500",0.845,"Census Tract 15, Norfolk city, Virginia",0.144,0.975,0.519,0.086,0.783,0.058,0.642,0.871,0.718,0.566,0.695,0.991,0.686,0.951,0.739,"Norfolk city",0.578
"581","51179010215",0.212,"Census Tract 102.15, Stafford County, Virginia",0.127,0.899,0.434,0.042,0.776,0.015,0.221,0.848,0.659,0.658,0.767,0.916,0.686,0.886,0.888,"Stafford County",0.51
"582","51107611300",0.126,"Census Tract 6113, Loudoun County, Virginia",0.439,0.875,0.547,0.142,0.821,0.084,0.726,0.745,0.663,0.632,0.697,0.932,0.686,0.959,0.844,"Loudoun County",0.713
"583","51810045801",0.964,"Census Tract 458.01, Virginia Beach city, Virginia",0.292,0.952,0.491,0.141,0.592,0.033,0.832,0.991,0.705,0.5,0.758,0.812,0.686,0.944,0.862,"Virginia Beach city",0.517
"584","51550020200",0.654,"Census Tract 202, Chesapeake city, Virginia",0.242,0.928,0.349,0.123,0.544,0.029,0.884,0.352,0.662,0.645,0.653,0.828,0.686,0.577,0.862,"Chesapeake city",0.392
"585","51057950600",0.067,"Census Tract 9506, Essex County, Virginia",0.242,0.934,0.349,0.005,0.541,0,0.379,0.807,0.644,0.368,0.877,0.902,0.687,0.813,0.9,"Essex County",0.486
"586","51650011900",0.774,"Census Tract 119, Hampton city, Virginia",0.156,0.954,0.415,0.077,0.552,0.023,0.805,0.495,0.498,0.645,0.76,0.946,0.687,0.719,0.866,"Hampton city",0.426
"587","51105950302",0.124,"Census Tract 9503.02, Lee County, Virginia",0.193,0.942,0.34,0.002,0.224,0.002,0.237,0.846,0.734,0.289,0.846,0.743,0.687,0.853,0.877,"Lee County",0.51
"588","51740210300",0.881,"Census Tract 2103, Portsmouth city, Virginia",0.127,0.959,0.453,0.1,0.603,0.031,0.563,0.905,0.638,0.579,0.709,0.913,0.687,0.758,0.826,"Portsmouth city",0.568
"589","51087200123",0.103,"Census Tract 2001.23, Henrico County, Virginia",0.234,0,0.566,0.059,0.736,0.096,0.368,0.918,0.649,0.645,0.804,0.78,0.687,0.953,0.716,"Henrico County",0.659
"590","51740210400",0.881,"Census Tract 2104, Portsmouth city, Virginia",0.092,0.972,0.519,0.089,0.667,0.034,0.326,0.958,0.634,0.553,0.721,0.979,0.687,0.75,0.894,"Portsmouth city",0.564
"591","51107611502",0.126,"Census Tract 6115.02, Loudoun County, Virginia",0.429,0.877,0.406,0.185,0.745,0.029,0.684,0.796,0.681,0.618,0.667,0.994,0.687,0.954,0.916,"Loudoun County",0.608
"592","51700031702",0.833,"Census Tract 317.02, Newport News city, Virginia",0.281,0.905,0.509,0.121,0.655,0.042,0.826,0.941,0.724,0.566,0.816,0.935,0.687,0.944,0.818,"Newport News city",0.655
"593","51550020813",0.654,"Census Tract 208.13, Chesapeake city, Virginia",0.134,0.944,0.538,0.168,0.644,0.069,0.068,0.927,0.701,0.618,0.754,0.978,0.687,0.96,0.486,"Chesapeake city",0.625
"594","51600300300",0.714,"Census Tract 3003, Fairfax city, Virginia",0.33,0.918,0.67,0.224,0.742,0.028,0.937,0.733,0.538,0.632,0.694,0.993,0.688,0.993,0.827,"Fairfax city",0.716
"595","51199051000",0.236,"Census Tract 510, York County, Virginia",0.258,0.976,0.557,0.028,0.562,0.002,0.489,0.835,0.47,0.513,0.855,0.924,0.688,0.953,0.908,"York County",0.723
"596","51710001700",0.845,"Census Tract 17, Norfolk city, Virginia",0.127,0.923,0.575,0.096,0.672,0.038,0.447,0.918,0.365,0.618,0.752,0.914,0.688,0.825,0.709,"Norfolk city",0.578
"597","51153900409",0.181,"Census Tract 9004.09, Prince William County, Virginia",0.338,0.886,0.349,0.075,0.74,0.063,0.563,0.657,0.763,0.671,0.76,0.681,0.688,0.909,0.861,"Prince William County",0.537
"598","51680000801",0.809,"Census Tract 8.01, Lynchburg city, Virginia",0.123,0.958,0.443,0.078,0.775,0.023,0.2,0.91,0.749,0.592,0.748,0.996,0.688,0.787,0.813,"Lynchburg city",0.439
"599","51171040501",0.203,"Census Tract 405.01, Shenandoah County, Virginia",0.394,0.964,0.396,0.015,0.617,0.004,0.684,0.7,0.102,0.526,0.901,0.774,0.689,0.896,0.844,"Shenandoah County",0.584
"600","51181860100",0.215,"Census Tract 8601, Surry County, Virginia",0.193,0.963,0.425,0.007,0.484,0,0.353,0.909,0.548,0.434,0.882,0.914,0.689,0.863,0.925,"Surry County",0.497
"601","51059422102",0.069,"Census Tract 4221.02, Fairfax County, Virginia",0.412,0.906,0.519,0.085,0.783,0.076,0.884,0.582,0.728,0.605,0.655,0.992,0.689,0.955,0.859,"Fairfax County",0.615
"602","51107611400",0.126,"Census Tract 6114, Loudoun County, Virginia",0.394,0.872,0.377,0.161,0.742,0.072,0.621,0.8,0.676,0.592,0.685,0.837,0.689,0.955,0.874,"Loudoun County",0.713
"603","51730811000",0.869,"Census Tract 8110, Petersburg city, Virginia",0.283,0.917,0.481,0.027,0.702,0.015,0.621,0.493,0.697,0.645,0.738,0.796,0.689,0.763,0.779,"Petersburg city",0.541
"604","51059452301",0.069,"Census Tract 4523.01, Fairfax County, Virginia",0.226,0.869,0.406,0.227,0.618,0.138,0.447,0.755,0.547,0.763,0.588,0.89,0.689,0.955,0.831,"Fairfax County",0.611
"605","51510201601",0.607,"Census Tract 2016.01, Alexandria city, Virginia",0.227,0.953,0.698,0.389,0.763,0.176,0.826,0.909,0.576,0.592,0.536,0.991,0.689,0.958,0.747,"Alexandria city",0.642
"606","51003010502",0.002,"Census Tract 105.02, Albemarle County, Virginia",0.202,0.981,0.623,0.076,0.621,0.027,0.621,0.93,0.614,0.645,0.793,0.954,0.69,0.958,0.891,"Albemarle County",0.72
"607","51107611202",0.126,"Census Tract 6112.02, Loudoun County, Virginia",0.288,0.929,0.679,0.103,0.653,0.047,0.589,0.812,0.717,0.539,0.72,0.953,0.69,0.992,0.923,"Loudoun County",0.77
"608","51083930601",0.098,"Census Tract 9306.01, Halifax County, Virginia",0.16,0.96,0.406,0.005,0.472,0.001,0.279,0.825,0.613,0.487,0.842,0.768,0.69,0.761,0.918,"Halifax County",0.476
"609","51650010304",0.774,"Census Tract 103.04, Hampton city, Virginia",0.515,0.893,0.519,0.072,0.77,0.025,0.805,0.49,0.743,0.513,0.782,0.857,0.69,0.904,0.876,"Hampton city",0.554
"610","51013102904",0.014,"Census Tract 1029.04, Arlington County, Virginia",0.177,0.9,0.642,0.367,0.85,0.166,0.379,0.965,0.587,0.697,0.449,0.99,0.69,0.974,0.651,NA,0.707
"611","51089011100",0.105,"Census Tract 111, Henry County, Virginia",0.161,0.955,0.377,0.011,0.418,0.003,0.421,0.874,0.479,0.421,0.823,0.812,0.691,0.794,0.804,"Henry County",0.443
"612","51013101401",0.014,"Census Tract 1014.01, Arlington County, Virginia",0.096,0.982,0.745,0.525,0.885,0.094,0.384,0.921,0.674,0.684,0.526,0.978,0.691,1,0.701,NA,0.725
"613","51087200600",0.103,"Census Tract 2006, Henrico County, Virginia",0.31,0.911,0.547,0.169,0.678,0.046,0.642,0.962,0.517,0.658,0.66,0.859,0.691,0.901,0.93,"Henrico County",0.595
"614","51185021000",0.219,"Census Tract 210, Tazewell County, Virginia",0.229,0.932,0.377,0.005,0.413,0.006,0.8,0.689,0.569,0.408,0.878,0.832,0.692,0.692,0.967,"Tazewell County",0.189
"615","51107610603",0.126,"Census Tract 6106.03, Loudoun County, Virginia",0.239,0.963,0.566,0.095,0.743,0.054,0.489,0.912,0.704,0.711,0.692,0.779,0.692,0.955,0.853,"Loudoun County",0.605
"616","51009010504",0.01,"Census Tract 105.04, Amherst County, Virginia",0.252,0.916,0.453,0.018,0.664,0.009,0.537,0.937,0.652,0.539,0.834,0.889,0.692,0.88,0.91,"Amherst County",0.446
"617","51710006000",0.845,"Census Tract 60, Norfolk city, Virginia",0.228,0.901,0.387,0.121,0.672,0.045,0.789,0.782,0.71,0.566,0.741,0.948,0.692,0.726,0.925,"Norfolk city",0.557
"618","51059432000",0.069,"Census Tract 4320, Fairfax County, Virginia",0.23,0.928,0.642,0.107,0.71,0.042,0.668,0.859,0.678,0.618,0.717,0.944,0.692,0.976,0.858,"Fairfax County",0.76
"619","51059420600",0.069,"Census Tract 4206, Fairfax County, Virginia",0.311,0.919,0.557,0.25,0.85,0.097,0.632,0.923,0.689,0.671,0.615,0.926,0.692,0.963,0.842,"Fairfax County",0.605
"620","51510200802",0.607,"Census Tract 2008.02, Alexandria city, Virginia",0.17,0.936,0.651,0.35,0.798,0.062,0.905,0.94,0.568,0.724,0.589,0.99,0.692,0.966,0.912,"Alexandria city",0.642
"621","51550020912",0.654,"Census Tract 209.12, Chesapeake city, Virginia",0.283,0.976,0.5,0.13,0.665,0.044,0.695,0.792,0.703,0.605,0.761,0.896,0.693,0.892,0.737,"Chesapeake city",0.625
"622","51121020802",0.143,"Census Tract 208.02, Montgomery County, Virginia",0.182,0.927,0.472,0.032,0.524,0.03,0.7,0.794,0.662,0.605,0.828,0.95,0.693,0.812,0.852,"Montgomery County",0.561
"623","51153901016",0.181,"Census Tract 9010.16, Prince William County, Virginia",0.3,0.976,0.519,0.054,0.748,0.037,0.379,0.62,0.799,0.618,0.737,0.974,0.693,0.963,0.758,NA,0.631
"624","51650010400",0.774,"Census Tract 104, Hampton city, Virginia",0.397,0.904,0.396,0.097,0.533,0.034,0.974,0.249,0.654,0.658,0.786,0.692,0.693,0.745,0.892,"Hampton city",0.443
"625","51027010200",0.031,"Census Tract 102, Buchanan County, Virginia",0.175,0.942,0.226,0,0.293,0,0.511,0.718,0.688,0.237,0.879,0.464,0.694,0.697,0.981,"Buchanan County",0.443
"626","51540000302",0.642,"Census Tract 3.02, Charlottesville city, Virginia",0.197,0.954,0.585,0.13,0.722,0.034,0.605,0.902,0.609,0.618,0.753,0.843,0.694,0.909,0.839,"Charlottesville city",0.75
"627","51700032228",0.833,"Census Tract 322.28, Newport News city, Virginia",0.178,0.9,0.443,0.039,0.577,0.042,0.589,0.732,0.677,0.566,0.778,0.978,0.694,0.85,0.901,"Newport News city",0.564
"628","51041100934",0.048,"Census Tract 1009.34, Chesterfield County, Virginia",0.391,0.912,0.472,0.047,0.749,0.02,0.674,0.917,0.735,0.566,0.784,0.928,0.694,0.963,0.887,"Chesterfield County",0.544
"629","51013101801",0.014,"Census Tract 1018.01, Arlington County, Virginia",0.211,0.956,0.83,0.695,0.92,0.261,0.437,0.852,0.72,0.605,0.516,0.998,0.694,0.958,0.628,"Arlington County",0.591
"630","51680000204",0.809,"Census Tract 2.04, Lynchburg city, Virginia",0.257,0.933,0.538,0.046,0.735,0.023,0.458,0.84,0.713,0.605,0.815,0.993,0.695,0.847,0.754,"Lynchburg city",0.443
"631","51760010402",0.905,"Census Tract 104.02, Richmond city, Virginia",0.194,0.936,0.613,0.203,0.606,0.029,0.779,0.835,0.546,0.526,0.59,0.733,0.695,0.689,0.846,"Richmond city",0.541
"632","51810044808",0.964,"Census Tract 448.08, Virginia Beach city, Virginia",0.286,0.907,0.519,0.089,0.735,0.065,0.816,0.954,0.635,0.605,0.767,0.984,0.696,0.878,0.787,"Virginia Beach city",0.655
"633","51690000100",0.821,"Census Tract 1, Martinsville city, Virginia",0.184,0.943,0.396,0.028,0.513,0.009,0.437,0.808,0.701,0.434,0.781,0.782,0.696,0.65,0.868,NA,0.474
"634","51135000300",0.16,"Census Tract 3, Nottoway County, Virginia",0.481,0.929,0.377,0.004,0.385,0.003,0.753,0.774,0.637,0.474,0.893,0.593,0.696,0.782,0.883,"Nottoway County",0.49
"635","51059430700",0.069,"Census Tract 4307, Fairfax County, Virginia",0.171,0.935,0.5,0.216,0.653,0.022,0.605,0.799,0.684,0.592,0.65,0.998,0.696,0.972,0.94,"Fairfax County",0.642
"636","51770000400",0.917,"Census Tract 4, Roanoke city, Virginia",0.368,0.894,0.358,0.085,0.59,0.034,0.8,0.895,0.627,0.553,0.735,0.999,0.696,0.884,0.936,"Roanoke city",0.456
"637","51085320601",0.1,"Census Tract 3206.01, Hanover County, Virginia",0.315,0.927,0.472,0.046,0.567,0.009,0.658,0.903,0.66,0.566,0.773,0.956,0.697,0.887,0.747,"Hanover County",0.53
"638","51185020400",0.219,"Census Tract 204, Tazewell County, Virginia",0.244,0.923,0.396,0.002,0.504,0.002,0.711,0.709,0.544,0.421,0.892,0.668,0.697,0.814,0.857,"Tazewell County",0.5
"639","51510201100",0.607,"Census Tract 2011, Alexandria city, Virginia",0.202,0.936,0.698,0.383,0.695,0.073,0.658,0.908,0.599,0.513,0.607,0.942,0.697,0.988,0.87,"Alexandria city",0.774
"640","51650011600",0.774,"Census Tract 116, Hampton city, Virginia",0.19,0.954,0.5,0.074,0.77,0.056,0.8,0.627,0.756,0.539,0.804,0.907,0.697,0.83,0.844,NA,0.553
"641","51107611101",0.126,"Census Tract 6111.01, Loudoun County, Virginia",0.302,0.92,0.585,0.129,0.763,0.034,0.542,0.921,0.581,0.645,0.692,0.966,0.697,0.979,0.808,"Loudoun County",0.625
"642","51107611032",0.126,"Census Tract 6110.32, Loudoun County, Virginia",0.174,0.954,0.557,0.127,0.818,0.055,0.358,0.562,0.736,0.684,0.734,0.991,0.697,0.98,0.795,NA,0.655
"643","51017920102",0.019,"Census Tract 9201.02, Bath County, Virginia",0.166,0.952,0.406,0.003,0.58,0,0.432,0.825,0.567,0.539,0.993,0.895,0.698,0.923,0.812,"Bath County",0.591
"644","51730811100",0.869,"Census Tract 8111, Petersburg city, Virginia",0.185,0.96,0.462,0.03,0.746,0.009,0.474,0.59,0.716,0.592,0.77,0.951,0.698,0.841,0.798,"Petersburg city",0.395
"645","51185020302",0.219,"Census Tract 203.02, Tazewell County, Virginia",0.196,0.955,0.255,0.001,0.331,0.001,0.484,0.716,0.632,0.434,0.902,0.576,0.698,0.747,0.903,"Tazewell County",0.439
"646","51059471303",0.069,"Census Tract 4713.03, Fairfax County, Virginia",0.246,0.933,0.689,0.343,0.726,0.085,0.463,0.791,0.638,0.658,0.614,0.922,0.698,0.995,0.871,"Fairfax County",0.767
"647","51041100928",0.048,"Census Tract 1009.28, Chesterfield County, Virginia",0.482,0.987,0.594,0.046,0.627,0.012,0.384,0.863,0.648,0.474,0.8,0.921,0.698,0.977,0.915,"Chesterfield County",0.655
"648","51059461605",0.069,"Census Tract 4616.05, Fairfax County, Virginia",0.213,0.962,0.764,0.339,0.909,0.416,0.384,0.784,0.742,0.697,0.572,0.8,0.698,1,0.585,NA,0.712
"649","51059491706",0.069,"Census Tract 4917.06, Fairfax County, Virginia",0.138,0.939,0.651,0.288,0.83,0.042,0.589,0.782,0.713,0.724,0.689,0.991,0.698,0.986,0.653,"Fairfax County",0.51
"650","51059491703",0.069,"Census Tract 4917.03, Fairfax County, Virginia",0.349,0.915,0.708,0.286,0.836,0.087,0.842,0.705,0.674,0.711,0.688,0.946,0.698,0.988,0.664,NA,0.71
"651","51510202002",0.607,"Census Tract 2020.02, Alexandria city, Virginia",0.153,0.968,0.736,0.298,0.727,0.081,0.579,0.877,0.531,0.671,0.547,0.987,0.698,0.992,0.805,"Alexandria city",0.733
"652","51177020109",0.21,"Census Tract 201.09, Spotsylvania County, Virginia",0.275,0.966,0.472,0.046,0.655,0.032,0.5,0.911,0.549,0.711,0.777,0.98,0.699,0.852,0.891,"Spotsylvania County",0.672
"653","51087201406",0.103,"Census Tract 2014.06, Henrico County, Virginia",0.215,0.93,0.34,0.082,0.658,0.017,0.668,0.544,0.65,0.737,0.214,0.999,0.699,0.725,0.827,"Henrico County",0.493
"654","51187020101",0.222,"Census Tract 201.01, Warren County, Virginia",0.307,0.923,0.491,0.009,0.684,0.002,0.226,0.691,0.818,0.697,0.872,0.773,0.699,0.962,0.933,"Warren County",0.699
"655","51153900403",0.181,"Census Tract 9004.03, Prince William County, Virginia",0.348,0.959,0.481,0.112,0.692,0.047,0.958,0.746,0.665,0.684,0.736,0.752,0.699,0.899,0.854,"Prince William County",0.689
"656","51153900502",0.181,"Census Tract 9005.02, Prince William County, Virginia",0.316,0.927,0.642,0.099,0.841,0.08,0.421,0.607,0.854,0.671,0.707,0.986,0.7,1,0.844,"Prince William County",0.635
"657","51165010900",0.195,"Census Tract 109, Rockingham County, Virginia",0.154,0.927,0.349,0.004,0.612,0.001,0.263,0.752,0.638,0.5,0.9,0.787,0.7,0.845,0.913,"Rockingham County",0.645
"658","51013101900",0.014,"Census Tract 1019, Arlington County, Virginia",0.196,0.95,0.792,0.637,0.698,0.062,0.879,0.873,0.66,0.553,0.554,0.996,0.7,1,0.797,"Arlington County",0.632
"659","51195930800",0.231,"Census Tract 9308, Wise County, Virginia",0.129,0.957,0.358,0.001,0.477,0,0.326,0.805,0.71,0.145,0.9,0.602,0.7,0.879,0.894,"Wise County",0.524
"660","51680000802",0.809,"Census Tract 8.02, Lynchburg city, Virginia",0.205,0.936,0.5,0.057,0.714,0.026,0.589,0.94,0.755,0.566,0.783,0.769,0.7,0.893,0.777,"Lynchburg city",0.547
"661","51183870400",0.217,"Census Tract 8704, Sussex County, Virginia",0.131,0.949,0.387,0.004,0.658,0.001,0.384,0.791,0.646,0.566,0.913,0.889,0.7,0.836,0.882,"Sussex County",0.284
"662","51710002800",0.845,"Census Tract 28, Norfolk city, Virginia",0.266,0.982,0.623,0.143,0.641,0.07,0.826,0.911,0.679,0.526,0.731,0.994,0.701,0.922,0.7,"Norfolk city",0.368
"663","51061930101",0.072,"Census Tract 9301.01, Fauquier County, Virginia",0.254,0.891,0.509,0.015,0.657,0.004,0.537,0.816,0.386,0.632,0.848,1,0.701,0.962,0.867,"Fauquier County",0.743
"664","51087201504",0.103,"Census Tract 2015.04, Henrico County, Virginia",0.224,0.925,0.349,0.082,0.539,0.014,0.7,0.46,0.563,0.658,0.54,0.785,0.701,0.73,0.888,"Henrico County",0.551
"665","51195931500",0.231,"Census Tract 9315, Wise County, Virginia",0.259,0.915,0.311,0.002,0.409,0.003,0.711,0.682,0.62,0.355,0.867,0.654,0.701,0.725,0.835,"Wise County",0.524
"666","51810046219",0.964,"Census Tract 462.19, Virginia Beach city, Virginia",0.303,0.925,0.547,0.096,0.744,0.077,0.589,0.745,0.874,0.513,0.795,0.987,0.701,0.942,0.8,NA,0.606
"667","51001090102",0,"Census Tract 901.02, Accomack County, Virginia",0.069,0.95,0.547,0.002,0.398,0.005,0.458,0.924,0.491,0.25,0.938,0.881,0.702,0.896,0.964,"Accomack County",0.439
"668","51710000500",0.845,"Census Tract 5, Norfolk city, Virginia",0.214,0.906,0.491,0.042,0.736,0.067,0.563,0.91,0.625,0.645,0.576,0.985,0.702,0.837,0.782,"Norfolk city",0.507
"669","51059432201",0.069,"Census Tract 4322.01, Fairfax County, Virginia",0.163,0.961,0.604,0.112,0.77,0.09,0.463,0.852,0.755,0.658,0.732,0.991,0.702,0.992,0.762,"Fairfax County",0.544
"670","51059431602",0.069,"Census Tract 4316.02, Fairfax County, Virginia",0.426,0.864,0.509,0.193,0.654,0.036,0.774,0.657,0.5,0.645,0.622,0.953,0.702,0.975,0.924,"Fairfax County",0.716
"671","51001090500",0,"Census Tract 905, Accomack County, Virginia",0.137,0.941,0.311,0.004,0.616,0.001,0.489,0.945,0.634,0.434,0.934,0.596,0.702,0.817,0.967,"Accomack County",0.392
"672","51029930101",0.033,"Census Tract 9301.01, Buckingham County, Virginia",0.231,0.914,0.358,0.002,0.488,0,0.079,0.895,0.681,0.421,0.905,0.879,0.703,0.795,0.937,"Buckingham County",0.591
"673","51820003100",0.976,"Census Tract 31, Waynesboro city, Virginia",0.065,0.927,0.443,0.032,0.621,0.014,0.353,0.893,0.672,0.605,0.79,0.91,0.703,0.628,0.834,"Waynesboro city",0.622
"674","51167030404",0.198,"Census Tract 304.04, Russell County, Virginia",0.127,0.963,0.415,0.006,0.549,0.001,0.237,0.768,0.45,0.355,0.886,0.789,0.703,0.946,0.968,"Russell County",0.416
"675","51193010200",0.229,"Census Tract 102, Westmoreland County, Virginia",0.217,0.932,0.415,0.007,0.588,0.001,0.616,0.883,0.479,0.447,0.866,0.698,0.703,0.841,0.978,"Westmoreland County",0.655
"676","51185020301",0.219,"Census Tract 203.01, Tazewell County, Virginia",0.186,0.932,0.387,0.002,0.596,0.001,0.526,0.791,0.607,0.421,0.899,0.576,0.703,0.629,0.941,"Tazewell County",0.439
"677","51710004700",0.845,"Census Tract 47, Norfolk city, Virginia",0.175,0.936,0.387,0.235,0.495,0.073,0.437,0.479,0.787,0.632,0.641,0.989,0.703,0.919,0.562,"Norfolk city",0.378
"678","51059490104",0.069,"Census Tract 4901.04, Fairfax County, Virginia",0.232,0.936,0.5,0.178,0.703,0.006,0.632,0.798,0.698,0.632,0.735,0.946,0.704,0.994,0.92,"Fairfax County",0.645
"679","51093280108",0.11,"Census Tract 2801.08, Isle of Wight County, Virginia",0.245,0.902,0.491,0.018,0.708,0.004,0.142,0.93,0.643,0.487,0.865,0.856,0.704,0.927,0.867,"Isle of Wight County",0.601
"680","51770002700",0.917,"Census Tract 27, Roanoke city, Virginia",0.314,0.865,0.368,0.125,0.66,0.035,0.921,0.854,0.637,0.632,0.662,0.922,0.704,0.634,0.878,"Roanoke city",0.439
